Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2004-02-17,0.34848350286483765,14.930000305175781,2.2764999866485596,16.72197914123535,0.18003752827644348,0.35344906017149313,15.25,2.322499990463257,16.79013134306643,0.1805730488790294,0.34758105094445246,14.819999694824219,2.240000009536743,16.474154564196155,0.17629340696715937,0.34758105094445246,15.119999885559082,2.306999921798706,16.554697108588595,0.17873904351458664,170956800,8034900,220764000,43477000,575976000
2004-02-18,0.3499883711338043,15.300000190734863,2.243499994277954,16.585676193237305,0.18003752827644348,0.3526965552293798,15.449999809265137,2.2685000896453857,16.796327382630118,0.18149005156125075,0.3468285467897317,14.960000038146973,2.2320001125335693,16.567088906507063,0.1788151540949853,0.3487851020680835,14.979999542236328,2.2679998874664307,16.666218738960055,0.1805730488790294,141635200,11626900,159070000,50334700,320244000
2004-02-19,0.3381015658378601,14.970000267028809,2.2325000762939453,16.393600463867188,0.17996148765087128,0.35570644676637414,15.579999923706055,2.308000087738037,16.715772801001098,0.18546349221856764,0.3371991139463084,14.930000305175781,2.2325000762939453,16.375014370926415,0.17957908990932464,0.35104168180349843,15.539999961853027,2.257499933242798,16.67859943339951,0.18225398841537957,323080800,10773400,148850000,61840600,631032000
2004-02-20,0.33704832196235657,14.649999618530273,2.258500099182129,16.461761474609375,0.18447037041187286,0.33870323159803895,15.020000457763672,2.2690000534057617,16.604260445141968,0.18492886507874506,0.334189314329355,14.640000343322754,2.2365000247955322,16.41839232546647,0.1786620789694806,0.33855323728453945,14.970000267028809,2.240000009536743,16.517522146856162,0.17965610808780583,277603200,9848800,149506000,57821900,618120000
2004-02-23,0.33388853073120117,13.989999771118164,2.198499917984009,16.486543655395508,0.17805129289627075,0.3379508080739956,14.640000343322754,2.262500047683716,16.579477710354908,0.1844702976882102,0.3293746130065579,13.920000076293945,2.1675000190734863,16.405999941168908,0.17560564280609461,0.33614590394249694,14.5,2.259000062942505,16.560890426674778,0.18416401069094068,194079200,14379100,186838000,50256800,853332000
2004-02-24,0.336446613073349,14.010000228881836,2.115999937057495,16.65382957458496,0.17094460129737854,0.34216379837995087,14.220000267028809,2.197000026702881,16.697199916435125,0.17721047193687178,0.33102939121550057,13.600000381469727,2.1115000247955322,16.449374118460984,0.1690335691675657,0.3331359658346369,13.949999809265137,2.196000099182129,16.486548697189697,0.17499408186486934,259056000,11948100,221906000,55426500,708384000
2004-02-25,0.34321704506874084,14.520000457763672,2.1470000743865967,16.54230308532715,0.17193768918514252,0.3445719656676601,14.609999656677246,2.1644999980926514,16.72197542055776,0.17522330298441702,0.3341892132616299,14.229999542236328,2.125,16.486542420185106,0.17010368345045634,0.3352424879290467,14.390000343322754,2.125,16.66621475541572,0.17201379978090614,276276000,8487800,143056000,64275700,652512000
2004-02-26,0.34667861461639404,15.050000190734863,2.182499885559082,16.418394088745117,0.17308388650417328,0.34878516455651914,15.300000190734863,2.192500114440918,16.51132815856366,0.17476475502064956,0.3430671493767933,14.520000457763672,2.1500000953674316,16.362633410509826,0.17094452352621106,0.3442704186580921,14.600000381469727,2.1600000858306885,16.474154766980405,0.17445938355300672,198408000,13674000,119206000,66602700,344976000
2004-02-27,0.35991957783699036,15.0,2.1505000591278076,16.43697738647461,0.17002753913402557,0.3614244931524683,15.279999732971191,2.180000066757202,16.492738051177913,0.17361852378200326,0.34532369730009227,14.779999732971191,2.125999927520752,16.325456057068006,0.16742876590330444,0.34547452031078446,15.199999809265137,2.178499937057495,16.399802822192058,0.1734662889562881,468837600,8132200,143272000,58266500,595548000
2004-03-01,0.36142441630363464,14.890000343322754,2.1484999656677246,16.54230308532715,0.17254936695098877,0.3656375153328626,14.970000267028809,2.1740000247955322,16.55469342513163,0.17285472490553003,0.35916704381039766,14.59000015258789,2.128999948501587,16.418390233518046,0.16933986313747448,0.36262768534187995,14.65999984741211,2.1510000228881836,16.49893275998959,0.1695691104817864,321680800,11163200,99190000,51912300,506628000
2004-03-02,0.35826459527015686,14.930000305175781,2.1005001068115234,16.350234985351562,0.16933977603912354,0.3626276886197622,15.289999961853027,2.174499988555908,16.536104228262136,0.17400088579572237,0.35766210693585243,14.90999984741211,2.0929999351501465,16.32545312866234,0.16865202069554594,0.3611227484986163,15.069999694824219,2.1364998817443848,16.48653933316338,0.17277852542826075,256687200,8095500,139332000,66331000,813348000
2004-03-03,0.35991957783699036,14.699999809265137,2.1584999561309814,16.337854385375977,0.16712340712547302,0.3639818547513476,14.949999809265137,2.1689999103546143,16.44937457952499,0.16888130204958363,0.35510484326489417,14.569999694824219,2.0824999809265137,16.244919117670275,0.16437241252399076,0.35510484326489417,14.949999809265137,2.0929999351501465,16.325462858785748,0.16888130204958363,225131200,5509000,192032000,54998700,552492000
2004-03-04,0.37857770919799805,15.390000343322754,2.2195000648498535,16.337854385375977,0.17079143226146698,0.3794801359943198,15.40999984741211,2.2235000133514404,16.368832020130533,0.1710967901458931,0.3597687300322994,14.729999542236328,2.1549999713897705,16.23872335437516,0.16742879248598688,0.3600695222230369,14.760000228881836,2.1559998989105225,16.31307133219552,0.1688042899004043,660223200,12029700,147602000,44023200,413352000
2004-03-05,0.4023513197898865,15.359999656677246,2.2044999599456787,16.325454711914062,0.16956906020641327,0.4136365495749693,15.619999885559082,2.241499900817871,16.48034517183408,0.17346630489737289,0.3746653347041728,15.029999732971191,2.176500082015991,16.232520672306137,0.16635955734448152,0.3754177921753957,15.100000381469727,2.189500093460083,16.251106771195467,0.16697027307249349,1540599200,10252800,128530000,59849800,354888000
2004-03-08,0.39121708273887634,14.699999809265137,2.174999952316284,16.003278732299805,0.1636846661567688,0.40310392630487013,15.579999923706055,2.253000020980835,16.32545110129304,0.17193767774956897,0.3882072517411289,14.670000076293945,2.1565001010894775,15.99088721463387,0.16238527937012992,0.4005457356963772,15.489999771118164,2.197999954223633,16.300668065961176,0.16964517756587535,522872000,9805200,132170000,69367800,465168000
2004-03-09,0.4077686071395874,14.529999732971191,2.135499954223633,15.935131072998047,0.16253840923309326,0.4097243339215755,14.84000015258789,2.194499969482422,16.090021542461667,0.16521330694901992,0.38745468801426153,14.329999923706055,2.1135001182556152,15.823610927629458,0.15978741459404253,0.3897120859034918,14.710000038146973,2.1710000038146973,15.984695975957585,0.1650601702606645,618363200,9106900,131862000,81111700,371232000
2004-03-10,0.4164956510066986,14.430000305175781,2.077500104904175,15.718287467956543,0.16016976535320282,0.42341693539642716,14.880000114440918,2.1600000858306885,15.98469811849762,0.16536549384183694,0.40536041297021946,14.300000190734863,2.072999954223633,15.70589594512561,0.15902351554716618,0.406865328254193,14.430000305175781,2.135999917984009,15.89176406070695,0.1636085147713127,1006964000,11520600,138654000,75155800,481692000
2004-03-11,0.4085202217102051,14.4399995803833,2.063999891281128,15.544809341430664,0.15894649922847748,0.4219120034457894,14.770000457763672,2.118499994277954,15.972307415650672,0.16368463540035907,0.40761776979417635,14.199999809265137,2.052000045776367,15.532417818880374,0.15802949659442941,0.4103259542400733,14.220000267028809,2.054500102996826,15.600570011186345,0.15802949659442941,595851200,8706100,140852000,90536300,526872000
2004-03-12,0.4146898090839386,15.0,2.121999979019165,15.724479675292969,0.16230913996696472,0.4179996273987256,15.0,2.130500078201294,15.805023379821705,0.16429628192171383,0.40882180120036166,14.65999984741211,2.065000057220459,15.631545631523293,0.1593288847914543,0.4110783448336027,14.739999771118164,2.067500114440918,15.724479675292967,0.1610867795014049,329224000,10345900,124476000,64137100,377952000
2004-03-15,0.397987425327301,14.600000381469727,2.053999900817871,15.588180541992188,0.15864115953445435,0.411530028458121,14.899999618530273,2.140000104904175,15.755462573294485,0.16200381292565078,0.39512924691665785,13.699999809265137,2.0460000038146973,15.526224102800136,0.1576480597893809,0.4067152947481074,14.880000114440918,2.11299991607666,15.674918847828584,0.16131605739620533,481717600,6979500,132244000,68835300,421224000
2004-03-16,0.38850799202919006,14.920000076293945,2.1064999103546143,15.600567817687988,0.1654425859451294,0.4003956619348727,15.050000190734863,2.118000030517578,15.718284901923033,0.1662064521710395,0.3820383483238109,14.630000114440918,2.062999963760376,15.551002916176467,0.15955818424584362,0.39949238133555626,14.789999961853027,2.064500093460083,15.650132719199513,0.16062832390718623,605432800,8655500,124364000,65453800,597504000
2004-03-17,0.39407604932785034,15.350000381469727,2.140000104904175,15.56959056854248,0.16949202120304108,0.3969342282984425,15.399999618530273,2.172499895095825,15.774045955384475,0.1710967656796587,0.38790639364908597,15.020000457763672,2.129499912261963,15.557200228219164,0.16742876854426317,0.39061457830431795,15.020000457763672,2.1519999504089355,15.643938519085289,0.16811651032093758,411432000,7906000,102146000,56241400,524592000
2004-03-18,0.38625144958496094,15.350000381469727,2.1505000591278076,15.420888900756836,0.17140300571918488,0.3921194587145233,15.829999923706055,2.1600000858306885,15.50762833426006,0.17346624414808393,0.3850473265679136,15.319999694824219,2.1105000972747803,15.22882512249979,0.1681164642428324,0.39031372620593463,15.5,2.126499891281128,15.464258026648423,0.16857497229932275,321081600,13594800,114486000,123231000,528048000
2004-03-19,0.3891104459762573,15.25,2.140000104904175,15.259801864624023,0.1694159060716629,0.4053603806976348,15.59000015258789,2.1875,15.451866813684907,0.17224301101306547,0.38429485807844566,15.170000076293945,2.131500005722046,15.216432741197366,0.16842279281651928,0.38459652918155374,15.270000457763672,2.1514999866485596,15.346541293197319,0.17048604541989043,408576000,8134500,115098000,86281600,452964000
2004-03-22,0.3891104459762573,14.789999961853027,2.0425000190734863,15.179268836975098,0.168116495013237,0.3937743570687104,15.050000190734863,2.0924999713897705,15.389920009250368,0.16941589519515524,0.379931789391323,14.569999694824219,2.0255000591278076,14.87568360204208,0.16429627706194896,0.38173752184876,15.050000190734863,2.0875000953674316,15.166877313495206,0.16681802400889437,419031200,9707900,179502000,127605200,576708000
2004-03-23,0.3805333375930786,14.859999656677246,2.0114998817443848,14.962421417236328,0.16880424320697784,0.39121693273397534,15.09000015258789,2.0869998931884766,15.278398165391714,0.1722429926240087,0.3794800628873181,14.720000267028809,1.9924999475479126,14.937639552801757,0.16689412748044458,0.3894112005672939,15.069999694824219,2.065999984741211,15.272202403852901,0.1704090011335509,385515200,11668900,224514000,91696300,576036000
2004-03-24,0.3836931884288788,15.539999961853027,1.9815000295639038,15.123502731323242,0.1763695329427719,0.387454647297769,15.539999961853027,2.0190000534057617,15.22882827963246,0.1791975673299576,0.38023254682577556,14.710000038146973,1.9574999809265137,14.981003807646148,0.1681165217467552,0.38023254682577556,14.859999656677246,2.015500068664551,15.104915452779156,0.1684989193730351,428215200,14434400,157518000,97584700,787344000
2004-03-25,0.40430712699890137,15.869999885559082,2.0994999408721924,15.606760025024414,0.1866096705198288,0.40490961542684284,15.949999809265137,2.109999895095825,15.637737638271513,0.18752667320430152,0.389561277971555,15.59000015258789,2.0,15.228826998464777,0.17805130218834198,0.3933235660790155,15.649999618530273,2.0,15.241218516451696,0.1783566600239514,566445600,12420200,142254000,85677900,997128000
2004-03-26,0.40686535835266113,15.510000228881836,2.0850000381469727,15.507628440856934,0.18607504665851593,0.41168009318014137,15.880000114440918,2.124500036239624,15.805017747632059,0.18897827579343424,0.40490965640915033,15.399999618530273,2.064500093460083,15.489041166038467,0.18355329959370098,0.4062637487857601,15.75,2.1005001068115234,15.557193325319455,0.18607504665851593,419893600,14027400,114808000,61584900,551604000
2004-03-29,0.4199562668800354,15.729999542236328,2.138000011444092,15.681110382080078,0.1940988451242447,0.4211595360735223,15.859999656677246,2.140000104904175,15.736871044147014,0.19662059264956472,0.40927266983793104,15.619999885559082,2.0985000133514404,15.489046535916446,0.18836759453743587,0.41183088503283244,15.670000076293945,2.0985000133514404,15.64393700127561,0.18874906301282376,350728000,7892400,111220000,51881600,985764000
2004-03-30,0.42010629177093506,16.030000686645508,2.190000057220459,15.612961769104004,0.199906125664711,0.42055793210027526,16.06999969482422,2.196500062942505,15.693504303453825,0.20082312812157305,0.4113792495794629,15.350000381469727,2.128000020980835,15.507636189279992,0.19264623023588245,0.4173981071905978,15.600000381469727,2.135499954223633,15.619156348751902,0.1927993805366843,359676800,10802000,109058000,59010400,724956000
2004-03-31,0.40686535835266113,16.229999542236328,2.1640000343322754,15.445672035217285,0.20174016058444977,0.421009599305585,16.399999618530273,2.200000047683716,15.612953963373155,0.20387952357619007,0.4055112659760514,15.75,2.1475000381469727,15.408498667311557,0.19983004482492883,0.4201063185892419,16.030000686645508,2.192500114440918,15.612953963373155,0.20089926856421084,390773600,12225900,93498000,70533200,604752000
2004-04-01,0.4079185426235199,16.790000915527344,2.236999988555908,15.538609504699707,0.19814831018447876,0.4103259095015949,16.899999618530273,2.242000102996826,15.557196783650086,0.20609594982311397,0.40054561900416236,16.260000228881836,2.1649999618530273,15.39611057790777,0.1931048018441869,0.40460874903986405,16.280000686645508,2.172499895095825,15.45806699268871,0.20196944424145505,318332000,13592300,130170000,69051900,1319508000
2004-04-02,0.4137866199016571,17.450000762939453,2.304500102996826,16.015674591064453,0.20097637176513672,0.4202571178900157,17.489999771118164,2.3125,16.0466522119057,0.2038034912026781,0.4097243681131456,17.010000228881836,2.262500047683716,15.761654318660685,0.19639137070397883,0.4175489332896371,17.139999389648438,2.299999952316284,15.786436178989584,0.20250410421942497,274478400,14414600,162962000,98043800,649740000
2004-04-05,0.42612501978874207,17.43000030517578,2.3480000495910645,16.077632904052734,0.2081591933965683,0.42687747725386394,17.5,2.3545000553131104,16.09621900605369,0.2090000855312254,0.4128840887560139,17.219999313354492,2.2795000076293945,15.941328520202394,0.19990618259869714,0.41348572324905186,17.25,2.2834999561309814,15.990893428405984,0.19990618259869714,385672000,10910900,118782000,53800300,576744000
2004-04-06,0.41875216364860535,17.100000381469727,2.322000026702881,15.984703063964844,0.1997530609369278,0.4235677264545172,17.200000762939453,2.3485000133514404,16.046659515567395,0.2054843249394066,0.4127333065524974,16.850000381469727,2.2874999046325684,15.897964740753888,0.1986838369717703,0.4169464311836111,17.200000762939453,2.315500020980835,15.966116955688797,0.2040327033376668,257992000,12107100,118326000,48992000,624096000
2004-04-07,0.4109284281730652,16.899999618530273,2.2925000190734863,15.854589462280273,0.19868382811546326,0.41679643716489817,17.079999923706055,2.3399999141693115,15.97230655673652,0.20135781025472355,0.40505956537139653,16.709999084472656,2.2695000171661377,15.70589474483476,0.19516805196685588,0.4154423449896891,17.0,2.309999942779541,15.94752351296865,0.20128169966902332,255119200,10301300,91012000,63268900,447864000
2004-04-08,0.414238303899765,17.0,2.4049999713897705,15.78643798828125,0.20433804392814636,0.42131041173782524,17.25,2.4075000286102295,16.015676426629252,0.20632518602560831,0.40927272099937184,16.8799991607666,2.3499999046325684,15.712091217053144,0.20158704946423972,0.41950467902407634,17.239999771118164,2.3919999599456787,15.997089142961913,0.20311568337479888,240917600,6985300,177594000,45294600,447096000
2004-04-12,0.4219120144844055,17.3700008392334,2.3980000019073486,15.866978645324707,0.20051789283752441,0.4228152951218779,17.3799991607666,2.4184999465942383,15.947521162256942,0.20685987417011523,0.41363663792862665,17.0,2.378499984741211,15.755457328249001,0.19929461636063234,0.41378660712426146,17.1200008392334,2.4079999923706055,15.786434946672077,0.20594287115315033,230540800,6429100,86918000,38786800,443784000
2004-04-13,0.40521040558815,17.15999984741211,2.3289999961853027,15.767854690551758,0.1958557665348053,0.42176203730847256,17.600000381469727,2.4170000553131104,15.96611435804681,0.20250403210314316,0.40385631335539524,17.149999618530273,2.318000078201294,15.74307164125446,0.19486266700552576,0.42100955457870554,17.5,2.3994998931884766,15.910353678848722,0.2023518109529165,436396800,16671600,114488000,56971500,442704000
