Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AMGN,CAT,CRM,GS,HD,MCD,MSFT,SHW,UNH,V,AMGN,CAT,CRM,GS,HD,MCD,MSFT,SHW,UNH,V,AMGN,CAT,CRM,GS,HD,MCD,MSFT,SHW,UNH,V,AMGN,CAT,CRM,GS,HD,MCD,MSFT,SHW,UNH,V,AMGN,CAT,CRM,GS,HD,MCD,MSFT,SHW,UNH,V
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,158.58636474609375,109.71845245361328,134.79710388183594,148.40370178222656,148.78709411621094,152.24000549316406,95.11981201171875,123.63251495361328,222.4752960205078,127.2749252319336,159.66068868926337,111.02069713043826,136.06999303371313,148.59348842281614,149.4515824023441,152.4475395048894,95.71242691169255,124.55921105864763,225.08846070099676,128.0601070880673,156.1484840430534,106.78406349964887,132.31098988613272,140.9158040105062,145.88746696915362,150.60571308459808,93.06916709892657,121.84530810802559,220.62963074333052,124.09593224578337,159.09874199861216,107.67827045129926,132.6590367411098,141.7612088511128,146.45703964420423,151.67795235364628,93.64297190319547,122.73418606605651,223.85496856278428,124.47893852000534,3009100,4783200,4783900,3999400,4242900,2571500,35329300,1522500,4063600,8788000
2019-01-03,156.17327880859375,105.4905014038086,129.67568969726562,146.2298126220703,145.50772094726562,151.2369842529297,91.62055969238281,119.90052032470703,216.40843200683594,122.6883544921875,160.47056207434483,108.95447035985615,134.03136592917545,148.1794369230614,148.29515535377948,152.57728039536082,94.24500980961363,123.20701150182165,222.4662138171916,125.70456890795658,155.917096481137,104.56156714058325,129.37736818058775,145.17736406043153,145.1625326425413,150.8132870090972,91.43242282321401,119.021100373327,215.7505712037956,122.4489646264885,158.79296882369562,108.78951724933424,132.7385837187785,147.22188169610075,148.29515535377948,151.71257490919345,94.16034642431575,123.20701150182165,222.4662138171916,125.63754938865716,3973900,6165800,6365700,4060200,4810500,3728200,42579100,2587200,4623200,9428300
2019-01-04,161.51185607910156,111.2551040649414,137.19371032714844,151.0089569091797,149.83128356933594,154.15968322753906,95.88176727294922,123.07774353027344,218.9393310546875,127.97386169433594,162.4043709078136,111.63709797628738,138.54615683846455,151.8284830201192,150.79783464042814,154.95521064096528,96.42735346363469,125.06037525181453,222.44792627775362,128.87394211276106,157.71040543198163,107.39178063813523,131.48558759170473,147.60144529221543,146.29305693551262,151.92009932724977,93.05977864391316,119.35518859685992,218.19010929551197,124.60336706079241,158.2227827619108,107.79981838460765,132.7584766407041,149.23187563448403,146.8626163894431,152.2140960072286,93.80290317742858,122.16996378012216,219.10380320885847,124.90019898373126,4193400,5456600,6650600,3788300,4762600,3194300,44060600,3172500,5367600,11065800
2019-01-07,163.68528747558594,111.32455444335938,141.4300537109375,151.8457489013672,152.78265380859375,155.83717346191406,96.00404357910156,124.81452178955078,219.35963439941406,130.28155517578125,164.75133944748592,112.51394693942116,142.59355323600673,153.40716480935052,153.76645486313384,157.2725872721867,97.14224471191753,126.89802595296767,221.09564724227974,131.3444142699863,160.32182862640244,109.99626591431648,138.01909743016506,148.6107668279733,150.0124830460073,154.03858504802201,94.98813320401231,123.21643464760005,217.6692950983112,128.3473401030182,160.949888982495,111.63709370002347,140.23672203194616,151.16423863986046,150.0124830460073,154.03858504802201,95.60896692341754,123.21643464760005,219.65200919926417,128.73993098708297,3032500,4653400,9064800,3152100,4928800,3283000,35656100,2589900,4133000,12928000
2019-01-08,165.78431701660156,112.66152954101562,144.91061401367188,151.2849884033203,153.51620483398438,156.16574096679688,96.70014190673828,125.70026397705078,222.2925567626953,130.9901123046875,166.20577701730332,114.1634479994196,145.64650922016094,153.64006448193683,154.9832748245343,157.62708145228132,97.80071569670862,126.70577085811519,223.66309745218388,132.32107847494854,162.53655429629706,111.32455094453768,142.09633114541393,149.1542128063856,151.54860260325358,155.56909235722074,95.67481568897237,123.84371160889495,219.02154525262017,130.18579057821657,164.6190884965751,112.77438173632105,143.92610740723813,153.36400640084344,154.1030407310579,157.34174039012532,96.9258989767273,125.18963957057629,221.41541852886473,132.1104206974325,3290300,4202600,9057300,2692700,4722400,2941400,31514400,1773900,3618600,9243000
2019-01-09,165.58599853515625,113.0956039428711,145.1791229248047,152.2339630126953,155.10415649414062,155.89772033691406,98.0829086303711,125.49540710449219,222.6123809814453,132.53170776367188,167.67679248820087,114.78851923660942,146.6807303628151,153.28641169758924,156.4331596212312,156.4251911234208,98.6567135220543,126.9737204654094,225.34433075836333,133.5562570879473,164.97446973917266,112.78306471578735,143.72722562904434,150.8882124092381,152.8345168573552,154.94655237712504,97.11402707851879,124.25980233802122,221.1687429480877,131.7752510131758,167.23054140437824,113.80749075354603,146.07411792181082,151.91478228738688,153.49900525280577,156.13119447372364,97.69724060783109,125.95560256916539,223.63571368686846,132.42637889755517,2869700,4865600,5445900,3321400,4922000,2680700,32280800,2947800,3425400,9987600
2019-01-10,167.49497985839844,115.43099975585938,146.22328186035156,151.82850646972656,154.52587890625,156.9872589111328,97.4526596069336,125.93982696533203,223.73619079589844,132.7807159423828,168.18916641134427,115.56989581792374,146.39235097418967,153.61422306300796,154.68122283945024,157.2726132599188,97.59376045497703,126.2960044065413,223.98289201950126,132.92435424409283,164.8422392153,110.47378141716915,142.96150133868468,151.39717548543757,152.17856188968585,155.05896967530123,96.30504990198824,123.4465560190635,220.57481813374332,130.56882343711612,165.58599521002944,111.65448405100172,142.97145550657893,151.53520455957252,153.63700663542843,155.50860695730657,97.09521034501915,125.01313074650822,221.18699129153796,130.99970912074244,3131300,3418500,5116900,2808700,3605300,2498500,30067600,1305000,3374100,12514900
2019-01-11,165.7429962158203,114.68435668945312,146.73045349121094,152.6307830810547,154.8279571533203,157.69635009765625,96.70014190673828,124.79877471923828,226.29452514648438,132.19659423828125,166.09835523227343,114.87535364101618,147.20778313756102,152.7256764286632,155.56148562665948,157.72229020912835,97.30216554450092,125.72863075809941,226.37675423639615,132.71366863898118,163.6274114988702,112.904619593771,144.80122657074966,148.74018215546133,152.85171648871582,156.04477249170787,95.60896957786358,123.95718026236638,222.27427829860756,131.5742055600949,165.80910981445996,113.79882657285336,145.74594686995525,151.05212318666048,153.55073139722916,156.15717524330026,97.06699983672839,124.67900041940298,222.43873647843108,131.89976226527702,3379700,2908600,5185200,3182700,3285100,2348900,28314200,1699500,3967100,5860100
