Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMD,AMZN,MSFT,NVDA,AAPL,AMD,AMZN,MSFT,NVDA,AAPL,AMD,AMZN,MSFT,NVDA,AAPL,AMD,AMZN,MSFT,NVDA,AAPL,AMD,AMZN,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,123.63252258300781,64.0199966430664,85.81999969482422,235.24005126953125,14.303278923034668,129.39551044224086,66.87999725341797,86.95999908447266,241.29828098195574,14.983722051275688,122.74286511723291,63.59000015258789,84.20999908447266,233.09953380406293,14.084458370348052,128.7826411649236,66.0,85.45999908447266,238.67664937100366,14.838840315183736,112117500,46851800,76706000,25740000,401277000
2023-01-04,124.90770721435547,64.66000366210938,85.13999938964844,224.9499053955078,14.736924171447754,127.18127564102066,65.79000091552734,86.9800033569336,228.65160181355336,14.840839115176488,123.64241984503863,63.310001373291016,83.36000061035156,221.86678646567148,14.229340664811954,125.43161455867813,65.0,86.55000305175781,228.07229314111174,14.555073972815984,89113600,47477100,68885100,50623400,431324000
2023-01-05,123.5831069946289,62.33000183105469,83.12000274658203,218.28285217285156,14.253321647644043,126.30150047855705,64.3499984741211,85.41999816894531,223.42793497169325,14.552076644155658,123.32610067708713,62.29999923706055,83.06999969482422,217.74281242583197,14.136416855691813,125.66885678017948,64.1500015258789,85.33000183105469,223.0842692283964,14.479136454686978,80962700,46159500,67930800,39585600,389168000
2023-01-06,128.13021850585938,63.959999084472656,86.08000183105469,220.8553924560547,14.846835136413574,128.79251610668766,64.30000305175781,86.4000015258789,221.67035882828523,14.997711535520914,123.45458659001618,60.04999923706055,81.43000030517578,215.37648717687478,14.0225107548316,124.56171667837158,63.150001525878906,83.02999877929688,218.9603615409851,14.462150107377472,87754700,70161300,83303400,43613600,405044000
2023-01-09,128.65415954589844,67.23999786376953,87.36000061035156,223.00572204589844,15.615204811096191,131.87670150653418,69.31999969482422,89.4800033569336,227.05109853622983,16.042853882336043,128.39715319682298,65.66999816894531,87.08000183105469,222.30859206839725,15.128603078053724,128.97048897560737,66.22000122070312,87.45999908447266,222.34786087714497,15.271486598821125,70790800,69741300,65266100,27369800,504231000
2023-01-10,129.2274627685547,68.05000305175781,89.87000274658203,224.70440673828125,15.895975112915039,129.7513700565325,68.1500015258789,90.19000244140625,227.11983564696362,15.94893121673774,126.64745995571087,66.55999755859375,87.29000091552734,223.21193722037137,15.459332626456098,128.76286346285156,66.66999816894531,87.56999969482422,223.63414061358225,15.494303818205713,63896200,41149600,67756600,27033900,384101000
2023-01-11,131.95578002929688,69.05999755859375,95.08999633789062,231.49905395507812,15.987899780273438,131.97553930551643,69.12999725341797,95.26000213623047,231.67578608133306,16.0148781028567,128.9606055895864,67.22000122070312,90.93000030517578,226.92346579858452,15.550258635785255,129.7415193359335,68.38999938964844,90.93000030517578,227.10019792483945,15.827032288803178,69458900,44470100,103126200,28669300,353285000
2023-01-12,131.87667846679688,70.80000305175781,95.2699966430664,234.1894073486328,16.497482299804688,132.71690008626126,71.6500015258789,97.19000244140625,235.55422702400872,16.62337859607864,129.92931912019301,67.18000030517578,93.5,229.32907915113603,15.479316490900496,132.34127780837738,70.06999969482422,96.93000030517578,230.99828080713587,16.086819482461305,71379600,70066200,85254800,27269500,551409000
2023-01-13,133.2111358642578,71.0,98.12000274658203,234.8963623046875,16.885164260864258,133.369300530634,71.0999984741211,98.37000274658203,235.0338256158968,16.908146146393516,130.14677464113623,69.2300033569336,94.12000274658203,230.6644400284827,16.15176596394343,130.51251723414498,69.83999633789062,94.18000030517578,232.7067627824332,16.264672409444337,57809700,45757400,85549400,21333300,447287000
2023-01-17,134.3776092529297,71.58999633789062,96.05000305175781,235.99606323242188,17.6875057220459,135.7120843078782,72.66000366210938,98.88999938964844,236.54591642939235,17.713485409677194,132.58841445883436,70.6500015258789,95.7300033569336,232.79510857775296,16.885163700930974,133.2803661632613,70.87000274658203,98.68000030517578,233.65917216292138,16.885163700930974,63646600,42621300,72755000,29831300,511102000
2023-01-18,133.65599060058594,70.52999877929688,95.45999908447266,231.53829956054688,17.362773895263672,137.01690717262807,72.77999877929688,99.31999969482422,237.98929120508885,17.858366193598112,133.47805156045354,70.5,95.37999725341797,231.25355950265987,17.26785045404388,135.24748690824802,71.87000274658203,97.25,237.19396675189898,17.652535475198235,69672800,39538700,79570400,30028700,439624000
2023-01-19,133.7152862548828,67.70999908447266,93.68000030517578,227.72857666015625,16.75127410888672,134.6840184578663,69.25,95.44000244140625,231.25355513177712,17.182921549244565,132.23252641864943,67.2699966430664,92.86000061035156,226.50122043278324,16.717303453615347,132.5389610381249,68.97000122070312,94.73999786376953,229.54506986961863,17.02205215333367,58280400,47189900,69002700,28623000,452932000
2023-01-20,136.285400390625,70.06999969482422,97.25,235.86842346191406,17.82439613342285,136.4336854309728,70.12999725341797,97.3499984741211,236.3790078733517,17.84138241393569,132.67735732670167,67.44999694824219,93.19999694824219,230.2618533398891,16.811226343623662,133.72517191147224,68.01000213623047,93.86000061035156,230.60551909385947,16.997072985244962,80223600,47757600,67481500,35389800,564967000
2023-01-23,139.4881591796875,76.52999877929688,97.5199966430664,238.18568420410156,19.177284240722656,141.67276528101772,76.58999633789062,97.77999877929688,240.728762962326,19.229241705275253,136.3150465332765,71.54000091552734,95.86000061035156,235.30875313249115,17.803410185552355,136.5325191798673,72.22000122070312,97.55999755859375,236.73249848259866,18.04920712767928,81760300,84293200,76501100,31934000,655163000
2023-01-24,140.89186096191406,74.69999694824219,96.31999969482422,237.6554412841797,19.249225616455078,141.514625019409,75.63999938964844,98.08999633789062,239.5308452494921,19.479038745727824,138.6874952095744,73.41999816894531,96.0,236.0844342572351,18.804590277949554,138.69737484670043,73.75,96.93000030517578,238.10711498113173,18.811584516005322,66435100,60822600,66929500,40234400,496204000
2023-01-25,140.2295379638672,74.91000366210938,97.18000030517578,236.25135803222656,19.30717658996582,140.7929788466698,75.12000274658203,97.23999786376953,238.89263116418337,19.354138986535606,137.21459000886787,72.08999633789062,91.5199966430664,226.7172477839659,18.56478499292929,139.27068541615571,72.9000015258789,92.55999755859375,230.23239799467638,18.897512486327795,65799300,49932600,94261600,66526600,449537000
2023-01-26,142.30545043945312,75.16000366210938,99.22000122070312,243.50750732421875,19.785785675048828,142.59211078456946,77.08000183105469,99.48999786376953,243.81188931119357,20.149487942957048,140.26911369162724,74.27999877929688,96.91999816894531,237.61619666314894,19.262214571587723,141.52452159398862,76.5,98.23999786376953,239.236301101992,19.684868544073076,54105100,49583900,68523600,33454500,489535000
2023-01-27,144.2527618408203,75.4000015258789,102.23999786376953,243.6645965576172,20.34832763671875,145.5378234459024,76.73999786376953,103.48999786376953,245.30434278619185,20.61111281542293,141.43552706245464,73.48999786376953,99.52999877929688,242.35868764883875,19.38911447092714,141.51460940098116,73.69999694824219,99.52999877929688,244.47956294350342,19.446067014153495,70555800,58118600,87775600,26498900,542142000
2023-01-30,141.3564453125,72.44999694824219,100.55000305175781,238.31333923339844,19.146310806274414,143.87714018615392,74.63999938964844,101.73999786376953,241.1509865733433,20.12350875424224,141.208175354279,72.4000015258789,99.01000213623047,237.81256824363442,19.13431959512867,143.29392490593287,74.2300033569336,101.08999633789062,240.0807204276458,19.933665698445655,64015300,48105200,70691900,25867400,488611000
2023-01-31,142.63160705566406,75.1500015258789,103.12999725341797,243.32095336914062,19.521005630493164,142.68103540109175,75.19999694824219,103.3499984741211,243.4584166890065,19.67088244369698,140.64471427014323,72.02999877929688,101.13999938964844,238.5489910046854,18.934486316616958,141.05988522159177,72.26000213623047,101.16000366210938,239.03993357311754,19.154305515596747,65874500,71669100,66527300,26541100,498017000
2023-02-01,143.75852966308594,84.63999938964844,105.1500015258789,248.1714324951172,20.925853729248047,144.9249754734958,85.4800033569336,106.23999786376953,250.55740584151195,21.174648503788042,139.69578139358237,77.87999725341797,101.23999786376953,241.02331092985187,19.594943571300696,142.31531825228282,78.47000122070312,102.52999877929688,243.50747876870054,19.674877995136793,77663600,152548200,80450100,31259900,660477000
2023-02-02,149.08657836914062,88.30999755859375,112.91000366210938,259.8067932128906,21.691225051879883,149.44242627870938,88.94000244140625,114.0,259.8951592726371,21.931028319443673,146.46702672863907,83.19999694824219,108.87999725341797,252.5899320193859,20.683052314586803,147.18863235095503,84.29000091552734,110.25,254.13149875716766,20.982805922594803,118339000,97762100,158154200,39940400,564276000
2023-02-03,152.72427368164062,86.08999633789062,103.38999938964844,253.67002868652344,21.082725524902344,155.571177590554,88.80000305175781,108.77999877929688,259.414062675439,21.727197912040786,146.13093629775682,85.83000183105469,102.5199966430664,252.44267227712933,20.771979321521542,146.32863460622823,86.66000366210938,105.26000213623047,254.8384743854471,20.982807015101592,154357300,66557800,144374800,29077300,429366000
2023-02-06,149.98609924316406,83.68000030517578,102.18000030517578,252.11862182617188,21.071733474731445,151.34036351523568,86.27999877929688,103.94999694824219,253.62090480368727,21.552338635862082,149.0470210083263,83.22000122070312,100.6500015258789,250.1646801008737,20.768980162055627,150.8164562342184,84.62999725341797,102.93000030517578,252.77649801588666,20.788964243868033,69858300,53008900,81945200,22518000,452197000
2023-02-07,152.87254333496094,85.91000366210938,102.11000061035156,262.7131652832031,22.154848098754883,153.44587898676582,86.25,102.41000366210938,263.90123782031543,22.24077813579431,148.90863720361276,82.5199966430664,98.08000183105469,255.36865421838652,21.1326848754413,148.90863720361276,84.31999969482422,101.16999816894531,255.8105144830151,21.364495296060316,83322600,65291900,119501300,50841400,664150000
2023-02-08,150.17393493652344,84.69000244140625,100.05000305175781,261.89825439453125,22.186819076538086,152.80336635897712,88.0,102.66999816894531,271.7465619102977,22.859268377946858,149.43255491704016,84.54000091552734,98.77999877929688,261.3876549048757,21.989979871627146,152.11141469080906,85.87999725341797,102.04000091552734,268.25105293927203,22.36866926710401,64120100,54140400,75878300,54686000,559651000
2023-02-09,149.13601684570312,83.20999908447266,98.23999786376953,258.8445129394531,22.318710327148438,152.55625702775345,86.66999816894531,101.77999877929688,269.0168568866588,23.001151649927916,148.69119180013038,82.76000213623047,97.56999969482422,258.0393600664708,22.101888952315306,152.01257526831264,85.87999725341797,101.31999969482422,268.8400948175214,22.58749107583628,56007100,46525400,64622500,42375100,523876000
2023-02-10,149.50230407714844,81.4800033569336,97.61000061035156,258.3339538574219,21.247589111328125,149.8290111554016,82.70999908447266,98.81999969482422,259.30601043512377,22.059923209964126,147.73018216274517,80.47000122070312,96.2300033569336,255.93815201976537,20.79396224758763,147.9677914305051,82.29000091552734,97.55999755859375,256.7923871898371,21.672242294842736,57450700,49332600,52740100,25818500,550737000
2023-02-13,152.31396484375,83.12999725341797,99.54000091552734,266.4050598144531,21.77016258239746,152.71985991539307,84.1500015258789,99.68000030517578,269.62564159022224,22.029949952806394,149.41321016170093,80.9000015258789,96.91000366210938,262.3105859582913,20.94483860334869,149.44290943263957,81.56999969482422,97.8499984741211,262.79173001037145,21.520367253825846,62199000,45400000,52841500,44630900,474919000
2023-02-14,151.67044067382812,85.94999694824219,99.69999694824219,267.2396545410156,22.952192306518555,152.23475701699866,86.19000244140625,100.91999816894531,269.9889205644407,23.03012755681978,149.35380697400552,81.7699966430664,97.5199966430664,264.4019924983087,21.348505011824344,150.60122163396125,82.69999694824219,98.41000366210938,267.730597042681,21.56033132218114,61707600,55979700,56202900,37047900,675474000
2023-02-15,153.77919006347656,85.18000030517578,101.16000366210938,265.1036376953125,22.745363235473633,153.94749097395436,85.88999938964844,101.16999816894531,266.49156688669603,22.8362883381025,151.35365383790918,83.31999969482422,98.44999694824219,262.01278189893924,22.087902895293183,151.58135329250317,85.0999984741211,99.08999633789062,264.11929330764815,22.530539101779834,65573800,46430200,47957600,28922400,420575000
2023-02-16,152.17532348632812,80.08000183105469,98.1500015258789,258.0458984375,21.98398780822754,154.76915984750136,83.3499984741211,100.62999725341797,262.56403597864954,22.531537591194823,151.81891722165662,80.05000305175781,98.0999984741211,257.79981231844084,21.909048448284622,151.9773082565009,82.9800033569336,99.20999908447266,259.8866178016932,22.114879171338252,68167900,57755200,56339200,29603600,412026000
